person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,probability_of_default,risk_segment
28,85000,Mortgage,6.0,Venture,A,9075,7.49,0,0.11,N,10,0.0,Low Risk
29,62050,Mortgage,13.0,Medical,E,3600,17.99,1,0.05,N,9,0.96,High Risk
34,66000,Rent,5.0,Debt Consolidation,D,12000,14.3,1,0.18,N,6,0.87,High Risk
35,85000,Mortgage,2.0,Education,B,8400,11.99,0,0.1,N,9,0.01,Low Risk
32,85000,Mortgage,3.0,Venture,E,8000,18.79,0,0.09,Y,5,0.07,Low Risk
30,85000,Mortgage,14.0,Medical,A,6000,5.42,0,0.07,N,8,0.0,Low Risk
28,72500,Rent,1.0,Debt Consolidation,A,12000,7.49,0,0.17,N,6,0.01,Low Risk
27,85000,Mortgage,11.0,Personal,A,10000,7.49,0,0.12,N,8,0.01,Low Risk
34,73000,Mortgage,6.0,Personal,D,7500,15.99,1,0.1,Y,5,0.7,High Risk
28,73200,Rent,2.0,Personal,A,12000,8.9,0,0.16,N,10,0.03,Low Risk
27,73660,Rent,4.0,Home Improvement,E,12000,14.18,0,0.16,N,7,0.08,Low Risk
27,74000,Rent,2.0,Venture,B,12000,12.18,0,0.16,N,6,0.0,Low Risk
27,40000,Rent,2.0,Education,A,3000,7.4,0,0.07,N,9,0.03,Low Risk
28,85000,Mortgage,1.0,Medical,A,5000,6.92,0,0.06,N,8,0.01,Low Risk
30,85000,Mortgage,0.0,Home Improvement,C,18000,13.06,0,0.21,N,5,0.07,Low Risk
28,41000,Rent,0.0,Venture,B,3000,11.11,0,0.07,N,6,0.0,Low Risk
31,35000,Rent,1.0,Venture,D,3000,14.74,1,0.09,Y,9,0.97,High Risk
35,85000,Mortgage,0.0,Personal,B,12000,10.0,0,0.14,N,5,0.01,Low Risk
28,85000,Mortgage,3.0,Debt Consolidation,B,20000,9.62,0,0.24,N,5,0.03,Low Risk
29,42000,Rent,5.0,Medical,B,3000,12.69,0,0.07,N,5,0.05,Low Risk
31,85000,Mortgage,15.0,Personal,A,4500,6.54,0,0.05,N,6,0.0,Low Risk
32,42000,Rent,4.0,Medical,A,3000,7.49,0,0.07,N,10,0.01,Low Risk
29,85000,Mortgage,12.0,Personal,B,25000,9.25,0,0.29,N,10,0.03,Low Risk
27,36000,Rent,4.0,Home Improvement,D,3000,15.62,1,0.08,N,7,0.9,High Risk
29,85000,Mortgage,9.0,Venture,B,20000,10.38,0,0.24,N,9,0.01,Low Risk
27,85000,Own,6.0,Venture,A,20000,7.88,0,0.24,N,6,0.0,Low Risk
33,85000,Mortgage,0.0,Debt Consolidation,C,5000,13.61,0,0.06,Y,7,0.0,Low Risk
27,85000,Own,2.0,Venture,C,10000,13.23,0,0.12,N,7,0.01,Low Risk
27,37000,Own,1.0,Venture,D,16750,15.33,0,0.45,Y,10,0.08,Low Risk
28,42000,Rent,4.0,Medical,B,3000,10.25,0,0.07,N,10,0.03,Low Risk
27,42000,Rent,2.0,Education,A,3000,8.94,0,0.07,N,5,0.1,Low Risk
27,42000,Rent,1.0,Venture,B,3000,11.83,0,0.07,N,5,0.0,Low Risk
27,85000,Mortgage,8.0,Venture,B,7500,10.99,0,0.09,N,10,0.0,Low Risk
33,85000,Mortgage,12.0,Home Improvement,A,8000,7.14,0,0.09,N,8,0.01,Low Risk
27,85000,Mortgage,6.0,Home Improvement,B,5500,11.36,0,0.06,N,9,0.03,Low Risk
31,73000,Mortgage,4.0,Home Improvement,F,16000,19.41,1,0.22,Y,6,0.87,High Risk
32,73000,Mortgage,7.0,Personal,C,4750,13.11,1,0.07,Y,9,0.79,High Risk
29,85000,Mortgage,2.0,Home Improvement,A,10000,7.88,0,0.12,N,10,0.0,Low Risk
28,42996,Rent,4.0,Education,A,3000,7.68,0,0.07,N,6,0.04,Low Risk
32,85000,Mortgage,16.0,Personal,A,10000,7.74,0,0.12,N,8,0.01,Low Risk
28,85000,Mortgage,12.0,Medical,B,18000,12.53,0,0.21,N,10,0.03,Low Risk
28,75000,Rent,0.0,Education,A,12000,6.03,0,0.16,N,6,0.02,Low Risk
28,36928,Own,2.0,Medical,D,7800,15.58,0,0.21,Y,9,0.06,Low Risk
31,73000,Mortgage,9.0,Debt Consolidation,E,18000,17.39,1,0.25,Y,10,0.87,High Risk
27,75000,Rent,3.0,Venture,B,12000,11.49,0,0.16,N,5,0.0,Low Risk
27,85000,Own,10.0,Venture,C,19000,13.92,0,0.22,N,5,0.01,Low Risk
34,75000,Rent,2.0,Venture,A,12000,7.29,0,0.16,N,8,0.0,Low Risk
28,85000,Mortgage,3.0,Debt Consolidation,A,7000,8.59,0,0.08,N,5,0.0,Low Risk
28,69000,Rent,1.0,Venture,D,12000,14.46,1,0.17,N,9,0.97,High Risk
27,85000,Mortgage,7.0,Education,C,10400,13.16,0,0.12,Y,6,0.03,Low Risk
33,75000,Rent,0.0,Medical,A,12000,7.88,0,0.16,N,10,0.01,Low Risk
27,75000,Rent,6.0,Home Improvement,B,12000,10.99,0,0.16,N,10,0.0,Low Risk
30,85000,Mortgage,2.0,Education,C,25000,12.84,0,0.29,Y,8,0.05,Low Risk
35,69000,Rent,1.0,Education,B,12000,11.26,1,0.17,N,5,0.75,High Risk
28,75000,Rent,1.0,Home Improvement,A,12000,9.63,0,0.16,N,7,0.02,Low Risk
31,85000,Mortgage,14.0,Debt Consolidation,A,10400,9.32,0,0.12,N,10,0.01,Low Risk
35,85000,Mortgage,0.0,Education,B,20000,12.21,0,0.24,N,10,0.02,Low Risk
31,85000,Other,4.0,Home Improvement,B,16000,11.89,0,0.19,N,10,0.01,Low Risk
29,85000,Mortgage,0.0,Venture,E,10000,16.63,0,0.12,N,8,0.22,Medium Risk
34,85000,Mortgage,19.0,Education,D,8500,14.42,0,0.1,Y,8,0.06,Low Risk
30,76000,Rent,3.0,Debt Consolidation,B,12000,10.99,0,0.16,N,10,0.01,Low Risk
28,78000,Rent,5.0,Venture,B,12000,10.62,0,0.15,N,10,0.0,Low Risk
29,73000,Mortgage,6.0,Education,D,21000,13.36,1,0.29,Y,7,0.76,High Risk
28,36400,Own,3.0,Personal,B,7000,11.11,0,0.19,N,9,0.0,Low Risk
30,80000,Rent,7.0,Venture,A,12000,8.9,0,0.15,N,10,0.0,Low Risk
32,85000,Mortgage,1.0,Home Improvement,C,7500,10.78,0,0.09,N,10,0.07,Low Risk
28,85100,Mortgage,12.0,Education,A,8000,7.51,0,0.09,N,8,0.0,Low Risk
27,80000,Rent,3.0,Education,D,12000,17.58,0,0.15,N,7,0.11,Low Risk
31,85224,Own,15.0,Personal,B,6000,10.0,0,0.07,N,9,0.0,Low Risk
32,80000,Rent,3.0,Home Improvement,A,12000,6.62,0,0.15,N,10,0.0,Low Risk
31,80000,Rent,15.0,Debt Consolidation,A,12000,5.79,0,0.15,N,5,0.01,Low Risk
30,85634,Mortgage,4.0,Personal,A,14000,7.66,0,0.16,N,8,0.0,Low Risk
27,73680,Mortgage,11.0,Debt Consolidation,E,10000,17.93,1,0.14,Y,6,0.92,High Risk
34,85800,Own,11.0,Venture,A,5000,7.4,0,0.06,N,6,0.0,Low Risk
27,62900,Rent,3.0,Medical,D,12000,15.95,1,0.16,N,9,1.0,High Risk
32,74000,Mortgage,16.0,Education,B,13650,12.42,1,0.18,N,10,0.72,High Risk
29,86000,Mortgage,5.0,Personal,C,14000,14.27,0,0.16,N,9,0.01,Low Risk
30,36000,Own,6.0,Medical,B,10000,12.69,0,0.28,N,10,0.01,Low Risk
32,86000,Mortgage,4.0,Medical,B,10800,12.42,0,0.13,N,7,0.02,Low Risk
32,86000,Mortgage,4.0,Medical,A,8400,6.62,0,0.1,N,8,0.0,Low Risk
31,80400,Rent,0.0,Debt Consolidation,A,12000,7.29,0,0.15,N,10,0.0,Low Risk
28,86000,Mortgage,12.0,Personal,A,15600,5.99,0,0.18,N,7,0.02,Low Risk
33,86000,Mortgage,5.0,Venture,D,15000,16.49,0,0.17,Y,9,0.03,Low Risk
27,86000,Mortgage,6.0,Home Improvement,B,4500,10.37,0,0.05,N,6,0.05,Low Risk
27,81193,Rent,2.0,Debt Consolidation,B,12000,10.71,0,0.15,N,6,0.01,Low Risk
35,86000,Mortgage,19.0,Medical,A,20000,6.54,0,0.23,N,10,0.01,Low Risk
28,86000,Mortgage,6.0,Personal,C,2650,13.23,0,0.03,Y,5,0.05,Low Risk
28,86000,Mortgage,12.0,Education,B,15000,10.62,0,0.17,N,10,0.03,Low Risk
31,83000,Rent,2.0,Personal,B,12000,12.42,0,0.14,N,7,0.04,Low Risk
27,74000,Mortgage,3.0,Personal,B,25000,11.46,1,0.34,N,5,0.67,High Risk
28,84000,Rent,1.0,Personal,B,12000,11.71,0,0.14,N,8,0.02,Low Risk
31,86004,Own,8.0,Venture,B,2000,10.74,0,0.02,N,6,0.0,Low Risk
28,86004,Mortgage,12.0,Venture,B,3000,9.99,0,0.03,N,5,0.02,Low Risk
32,86004,Mortgage,16.0,Debt Consolidation,A,8000,5.79,0,0.09,N,5,0.0,Low Risk
27,86004,Mortgage,8.0,Home Improvement,D,16000,14.42,0,0.19,N,6,0.04,Low Risk
29,86028,Mortgage,4.0,Home Improvement,E,25000,16.82,0,0.29,N,9,0.16,Low Risk
34,86100,Mortgage,5.0,Venture,A,18000,6.99,0,0.21,N,5,0.0,Low Risk
28,86304,Mortgage,12.0,Debt Consolidation,A,6000,5.79,0,0.07,N,10,0.01,Low Risk
32,86400,Mortgage,16.0,Medical,A,8000,6.03,0,0.09,N,10,0.0,Low Risk
27,84000,Rent,7.0,Venture,C,12000,13.16,0,0.14,Y,5,0.02,Low Risk
30,84300,Rent,4.0,Personal,B,12000,8.88,0,0.14,N,7,0.01,Low Risk
29,86400,Mortgage,12.0,Personal,C,8000,12.99,0,0.09,N,8,0.0,Low Risk
27,85000,Rent,2.0,Personal,B,12000,9.91,0,0.14,N,7,0.01,Low Risk
28,86400,Mortgage,0.0,Education,D,16000,14.09,0,0.19,Y,6,0.1,Low Risk
28,86400,Mortgage,0.0,Education,A,5000,5.79,0,0.06,N,5,0.0,Low Risk
27,74400,Mortgage,11.0,Debt Consolidation,D,10000,16.0,1,0.13,Y,6,0.96,High Risk
31,85000,Rent,5.0,Personal,C,12000,15.27,0,0.14,N,8,0.04,Low Risk
31,86500,Own,0.0,Venture,C,25000,13.57,0,0.29,N,9,0.03,Low Risk
27,74700,Mortgage,7.0,Home Improvement,B,5000,11.49,1,0.07,N,6,0.63,High Risk
30,86706,Mortgage,6.0,Medical,A,8500,6.62,0,0.1,N,10,0.02,Low Risk
32,86800,Mortgage,6.0,Home Improvement,A,2800,7.88,0,0.03,N,9,0.0,Low Risk
27,86875,Mortgage,5.0,Venture,B,8000,10.59,0,0.09,N,10,0.0,Low Risk
27,75000,Mortgage,11.0,Education,B,12000,9.91,1,0.16,N,10,0.7,High Risk
28,75000,Mortgage,11.0,Personal,A,3000,7.9,1,0.04,N,8,0.74,High Risk
30,73000,Rent,4.0,Venture,C,12000,14.26,1,0.16,Y,5,0.69,High Risk
29,87000,Mortgage,4.0,Home Improvement,B,15000,10.99,0,0.17,N,5,0.02,Low Risk
27,86000,Rent,4.0,Education,A,12000,7.51,0,0.14,N,8,0.0,Low Risk
32,86496,Rent,6.0,Home Improvement,B,12000,11.71,0,0.14,N,9,0.0,Low Risk
33,87000,Mortgage,17.0,Venture,E,9000,17.93,0,0.1,Y,7,0.03,Low Risk
28,36000,Own,0.0,Education,C,2350,12.99,0,0.07,Y,5,0.0,Low Risk
30,36000,Own,14.0,Home Improvement,C,4000,13.49,0,0.11,N,10,0.03,Low Risk
33,87000,Mortgage,1.0,Education,D,5000,14.96,0,0.06,Y,9,0.07,Low Risk
29,88000,Rent,6.0,Education,C,12000,12.53,0,0.14,N,5,0.03,Low Risk
31,36000,Own,15.0,Venture,A,5000,6.99,0,0.14,N,9,0.0,Low Risk
28,88365,Rent,9.0,Education,D,12000,16.29,0,0.14,N,6,0.03,Low Risk
31,87000,Own,7.0,Home Improvement,C,15000,13.11,0,0.17,Y,8,0.02,Low Risk
27,87000,Mortgage,11.0,Venture,C,21125,13.92,0,0.24,N,5,0.0,Low Risk
32,87000,Mortgage,8.0,Medical,B,24800,12.53,0,0.29,N,5,0.02,Low Risk
29,87000,Mortgage,6.0,Venture,A,4800,8.94,0,0.06,N,5,0.02,Low Risk
32,36000,Own,3.0,Education,B,5000,10.0,0,0.14,N,6,0.01,Low Risk
27,87000,Mortgage,2.0,Venture,A,7200,9.63,0,0.08,N,6,0.0,Low Risk
29,89000,Rent,3.0,Personal,A,12000,7.29,0,0.13,N,5,0.0,Low Risk
32,89000,Rent,0.0,Medical,A,12000,8.94,0,0.13,N,6,0.0,Low Risk
28,90000,Rent,12.0,Medical,C,12000,14.65,0,0.13,N,7,0.02,Low Risk
30,75000,Mortgage,9.0,Home Improvement,C,14000,13.79,1,0.19,N,8,0.63,High Risk
33,90000,Rent,0.0,Debt Consolidation,A,12000,6.03,0,0.13,N,6,0.0,Low Risk
33,87120,Mortgage,10.0,Personal,A,2850,7.51,0,0.03,N,7,0.0,Low Risk
29,87204,Mortgage,7.0,Medical,A,10000,9.32,0,0.11,N,8,0.04,Low Risk
34,87360,Mortgage,11.0,Personal,B,12000,11.11,0,0.14,N,5,0.01,Low Risk
29,90000,Rent,4.0,Venture,B,12000,10.74,0,0.13,N,10,0.0,Low Risk
31,87504,Mortgage,14.0,Medical,A,12650,8.9,0,0.14,N,10,0.0,Low Risk
28,87504,Mortgage,2.0,Personal,D,12000,15.21,0,0.14,Y,10,0.09,Low Risk
28,87600,Own,12.0,Venture,C,12000,12.99,0,0.14,N,6,0.0,Low Risk
34,87600,Mortgage,15.0,Education,A,15000,8.49,0,0.17,N,6,0.05,Low Risk
29,87600,Mortgage,4.0,Personal,B,12000,11.49,0,0.14,N,8,0.01,Low Risk
35,90000,Rent,0.0,Debt Consolidation,B,12000,10.99,0,0.13,N,6,0.02,Low Risk
32,90000,Rent,2.0,Medical,B,12000,10.62,0,0.13,N,5,0.0,Low Risk
33,87895,Mortgage,4.0,Debt Consolidation,A,2800,7.14,0,0.03,N,9,0.0,Low Risk
28,87950,Mortgage,12.0,Personal,B,24000,10.75,0,0.27,N,7,0.02,Low Risk
27,87988,Mortgage,5.0,Debt Consolidation,C,20000,12.84,0,0.23,Y,10,0.08,Low Risk
31,88000,Mortgage,11.0,Venture,D,14000,17.58,0,0.16,N,7,0.03,Low Risk
31,76000,Mortgage,9.0,Education,C,12000,15.96,1,0.16,N,5,0.68,High Risk
27,88000,Mortgage,4.0,Venture,B,14000,12.42,0,0.16,N,10,0.01,Low Risk
35,88000,Mortgage,18.0,Medical,B,9800,12.69,0,0.11,N,10,0.01,Low Risk
30,90000,Rent,3.0,Medical,C,12000,12.29,0,0.13,N,5,0.02,Low Risk
29,90444,Rent,13.0,Medical,A,12000,7.14,0,0.13,N,8,0.01,Low Risk
34,91200,Rent,5.0,Medical,A,12000,6.92,0,0.13,N,7,0.0,Low Risk
27,88000,Mortgage,8.0,Personal,B,14400,11.71,0,0.16,N,6,0.0,Low Risk
30,64600,Mortgage,8.0,Medical,D,8000,15.99,1,0.11,Y,6,0.98,High Risk
27,93000,Rent,11.0,Home Improvement,A,12000,8.9,0,0.13,N,8,0.02,Low Risk
35,93000,Rent,0.0,Education,B,12000,9.99,0,0.13,N,5,0.05,Low Risk
31,94140,Rent,5.0,Venture,D,12000,14.91,0,0.13,Y,8,0.08,Low Risk
29,88000,Mortgage,3.0,Debt Consolidation,C,15000,13.85,0,0.17,Y,6,0.09,Low Risk
27,88000,Own,11.0,Home Improvement,C,3500,13.57,0,0.04,Y,8,0.0,Low Risk
28,76000,Mortgage,12.0,Home Improvement,A,5000,8.94,1,0.07,N,5,0.7,High Risk
31,95004,Rent,1.0,Debt Consolidation,B,12000,10.75,0,0.13,N,5,0.01,Low Risk
27,95500,Rent,1.0,Education,B,12000,11.11,0,0.13,N,6,0.0,Low Risk
31,76000,Mortgage,5.0,Personal,C,5000,12.41,1,0.07,Y,9,0.7,High Risk
31,88000,Mortgage,10.0,Debt Consolidation,B,7000,9.2,0,0.08,N,10,0.02,Low Risk
30,96000,Rent,11.0,Education,C,12000,13.23,0,0.13,N,10,0.02,Low Risk
29,88055,Mortgage,6.0,Debt Consolidation,B,21600,12.42,0,0.25,N,8,0.02,Low Risk
31,99000,Rent,15.0,Debt Consolidation,C,12000,14.26,0,0.12,Y,10,0.04,Low Risk
28,99996,Rent,6.0,Venture,C,12000,13.61,0,0.12,Y,9,0.0,Low Risk
32,88500,Mortgage,5.0,Medical,C,2700,14.27,0,0.03,N,10,0.03,Low Risk
31,88560,Mortgage,16.0,Education,A,9000,7.29,0,0.1,N,8,0.02,Low Risk
35,100000,Rent,3.0,Personal,A,12000,7.88,0,0.12,N,6,0.01,Low Risk
30,88800,Mortgage,14.0,Education,A,7000,6.62,0,0.08,N,6,0.0,Low Risk
31,89000,Mortgage,15.0,Education,B,14000,10.65,0,0.16,N,10,0.01,Low Risk
30,89000,Mortgage,14.0,Venture,A,4000,6.03,0,0.04,N,6,0.0,Low Risk
27,89000,Mortgage,2.0,Debt Consolidation,B,10000,10.65,0,0.11,N,7,0.03,Low Risk
30,100000,Rent,13.0,Debt Consolidation,A,12000,7.88,0,0.12,N,9,0.0,Low Risk
30,89000,Mortgage,3.0,Personal,B,10800,11.99,0,0.12,N,8,0.02,Low Risk
28,65450,Mortgage,5.0,Medical,D,15000,16.89,1,0.19,N,9,0.97,High Risk
30,76500,Rent,11.0,Medical,D,12000,17.27,1,0.13,N,10,0.94,High Risk
27,89000,Own,10.0,Venture,A,3000,6.76,0,0.03,N,6,0.0,Low Risk
32,77000,Mortgage,14.0,Debt Consolidation,B,23000,11.49,1,0.3,N,6,0.67,High Risk
34,89000,Mortgage,17.0,Debt Consolidation,B,10000,10.99,0,0.11,N,7,0.01,Low Risk
34,77000,Mortgage,18.0,Education,B,15000,11.14,1,0.19,N,6,0.68,High Risk
27,77000,Mortgage,0.0,Education,E,15000,17.74,1,0.19,Y,6,0.75,High Risk
27,89000,Mortgage,11.0,Education,D,2800,14.96,0,0.03,Y,10,0.06,Low Risk
33,110000,Rent,3.0,Home Improvement,B,12000,10.65,0,0.11,N,5,0.01,Low Risk
31,89000,Mortgage,8.0,Personal,D,12250,15.05,0,0.14,N,8,0.04,Low Risk
27,89004,Mortgage,4.0,Personal,A,10000,7.51,0,0.11,N,9,0.0,Low Risk
30,110000,Rent,8.0,Home Improvement,B,12000,12.18,0,0.11,N,7,0.03,Low Risk
29,89004,Mortgage,2.0,Education,D,4800,14.11,0,0.05,Y,8,0.08,Low Risk
30,111996,Rent,1.0,Debt Consolidation,A,12000,7.49,0,0.11,N,6,0.0,Low Risk
32,36000,Own,0.0,Medical,C,4900,13.22,0,0.14,N,10,0.0,Low Risk
32,77400,Mortgage,0.0,Debt Consolidation,F,10000,18.43,1,0.13,N,6,0.92,High Risk
29,89520,Own,13.0,Medical,C,8000,13.23,0,0.09,N,10,0.01,Low Risk
28,89602,Mortgage,4.0,Venture,A,4800,5.42,0,0.05,N,8,0.0,Low Risk
32,120000,Rent,11.0,Debt Consolidation,A,12000,7.51,0,0.1,N,9,0.03,Low Risk
29,89849,Mortgage,13.0,Education,C,6000,13.98,0,0.07,Y,5,0.01,Low Risk
35,120000,Rent,4.0,Home Improvement,B,12000,10.99,0,0.1,N,7,0.01,Low Risk
34,120000,Rent,4.0,Personal,B,12000,11.49,0,0.1,N,6,0.0,Low Risk
29,90000,Mortgage,14.0,Education,B,10000,10.65,0,0.11,N,6,0.06,Low Risk
33,123000,Rent,5.0,Medical,B,12000,11.83,0,0.1,N,7,0.02,Low Risk
32,113000,Rent,5.0,Home Improvement,D,12000,16.29,1,0.11,N,5,0.73,High Risk
33,96053,Rent,3.0,Medical,E,12000,15.68,1,0.11,N,6,0.93,High Risk
27,90000,Mortgage,4.0,Home Improvement,B,20000,12.42,0,0.22,N,10,0.02,Low Risk
28,90000,Mortgage,13.0,Home Improvement,A,1800,7.51,0,0.02,N,5,0.02,Low Risk
32,117000,Rent,0.0,Personal,E,12000,17.93,1,0.1,Y,10,0.94,High Risk
31,90000,Mortgage,11.0,Debt Consolidation,B,6000,11.71,0,0.07,N,8,0.0,Low Risk
30,117005,Rent,1.0,Venture,E,12000,18.79,1,0.1,Y,8,0.94,High Risk
29,90000,Mortgage,8.0,Debt Consolidation,A,14000,7.9,0,0.16,N,9,0.02,Low Risk
31,130000,Rent,6.0,Venture,D,12000,16.49,0,0.09,N,10,0.06,Low Risk
31,90000,Mortgage,9.0,Debt Consolidation,A,15000,7.9,0,0.17,N,9,0.0,Low Risk
27,130000,Rent,11.0,Education,C,12000,15.23,0,0.09,Y,10,0.06,Low Risk
31,100300,Rent,1.0,Medical,D,12000,14.91,1,0.1,Y,7,1.0,High Risk
35,130000,Rent,17.0,Education,B,12000,10.75,0,0.09,N,6,0.09,Low Risk
27,90000,Mortgage,6.0,Medical,A,24400,8.9,0,0.27,N,10,0.0,Low Risk
28,140000,Rent,3.0,Debt Consolidation,B,12000,9.91,0,0.09,N,10,0.01,Low Risk
30,90000,Mortgage,2.0,Home Improvement,B,7000,11.71,0,0.08,N,10,0.06,Low Risk
28,140000,Rent,9.0,Home Improvement,A,12000,7.88,0,0.09,N,7,0.0,Low Risk
27,90000,Own,1.0,Venture,A,7500,7.51,0,0.08,N,6,0.0,Low Risk
33,90000,Mortgage,5.0,Personal,A,11400,6.62,0,0.13,N,8,0.0,Low Risk
27,78000,Mortgage,2.0,Home Improvement,D,35000,17.27,1,0.45,Y,5,0.84,High Risk
34,150000,Rent,5.0,Home Improvement,B,12000,10.59,0,0.08,N,9,0.04,Low Risk
30,150000,Rent,14.0,Debt Consolidation,A,12000,7.29,0,0.08,N,7,0.01,Low Risk
31,150000,Rent,0.0,Home Improvement,B,12000,10.74,0,0.08,N,9,0.02,Low Risk
28,150086,Rent,5.0,Medical,A,12000,6.54,0,0.08,N,9,0.01,Low Risk
29,90000,Mortgage,13.0,Debt Consolidation,A,6000,6.03,0,0.07,N,5,0.0,Low Risk
32,90000,Mortgage,6.0,Personal,A,15600,7.9,0,0.17,N,9,0.01,Low Risk
28,170000,Rent,1.0,Home Improvement,A,12000,5.79,0,0.07,N,6,0.02,Low Risk
34,187000,Rent,3.0,Venture,A,12000,7.9,0,0.06,N,10,0.01,Low Risk
27,223000,Rent,4.0,Education,D,12000,14.96,1,0.05,N,6,0.68,High Risk
32,703800,Rent,14.0,Medical,D,12000,15.33,1,0.01,Y,9,0.91,High Risk
32,90000,Mortgage,16.0,Education,C,21400,15.23,0,0.24,Y,5,0.07,Low Risk
27,170000,Rent,3.0,Debt Consolidation,B,12075,12.42,0,0.07,N,9,0.03,Low Risk
27,54000,Rent,2.0,Medical,B,12100,9.45,0,0.22,N,6,0.01,Low Risk
29,90000,Mortgage,13.0,Debt Consolidation,B,21000,11.99,0,0.23,N,10,0.05,Low Risk
28,90000,Mortgage,12.0,Home Improvement,C,5000,14.79,0,0.06,Y,8,0.08,Low Risk
33,36000,Rent,5.0,Education,B,12200,9.99,1,0.34,N,6,0.98,High Risk
27,90000,Mortgage,11.0,Venture,D,21000,15.62,0,0.23,N,9,0.04,Low Risk
30,90000,Mortgage,14.0,Medical,A,18000,8.49,0,0.2,N,9,0.01,Low Risk
27,27996,Rent,0.0,Personal,B,12250,11.26,1,0.44,N,7,1.0,High Risk
28,28800,Rent,1.0,Venture,B,12250,10.59,1,0.43,N,9,0.99,High Risk
29,90000,Mortgage,3.0,Education,A,15000,6.99,0,0.17,N,8,0.02,Low Risk
35,90000,Mortgage,8.0,Education,B,4800,9.99,0,0.05,N,5,0.01,Low Risk
30,31500,Rent,0.0,Medical,C,12250,13.85,1,0.39,N,5,0.99,High Risk
27,35196,Rent,4.0,Medical,C,12250,13.23,1,0.35,N,7,0.99,High Risk
30,90000,Mortgage,14.0,Debt Consolidation,A,4500,5.99,0,0.05,N,6,0.0,Low Risk
34,90000,Mortgage,15.0,Venture,A,15000,6.99,0,0.17,N,6,0.0,Low Risk
34,90000,Mortgage,3.0,Medical,C,7500,15.23,0,0.08,Y,8,0.05,Low Risk
28,42000,Rent,9.0,Medical,D,12250,14.59,1,0.29,N,10,0.89,High Risk
34,90000,Mortgage,4.0,Debt Consolidation,A,9900,5.99,0,0.11,N,5,0.0,Low Risk
27,52000,Rent,3.0,Personal,B,12250,11.36,0,0.24,N,5,0.02,Low Risk
27,90000,Mortgage,5.0,Home Improvement,A,15000,7.49,0,0.17,N,5,0.0,Low Risk
28,78000,Mortgage,4.0,Venture,D,10000,15.99,1,0.13,Y,7,0.65,High Risk
28,90000,Mortgage,3.0,Medical,B,21000,10.74,0,0.23,N,7,0.0,Low Risk
29,90000,Mortgage,1.0,Medical,A,12000,5.79,0,0.13,N,9,0.0,Low Risk
27,90000,Mortgage,8.0,Debt Consolidation,A,12000,7.29,0,0.13,N,5,0.0,Low Risk
29,90000,Mortgage,14.0,Home Improvement,B,15000,11.11,0,0.17,N,9,0.01,Low Risk
29,70000,Rent,3.0,Personal,A,12300,8.49,0,0.18,N,8,0.0,Low Risk
33,36000,Rent,10.0,Medical,A,12325,6.54,1,0.34,N,10,0.98,High Risk
34,90000,Mortgage,7.0,Home Improvement,A,7000,5.79,0,0.08,N,8,0.0,Low Risk
31,90000,Mortgage,9.0,Medical,A,14400,7.66,0,0.16,N,6,0.0,Low Risk
30,75000,Rent,6.0,Medical,C,12325,12.73,0,0.16,N,6,0.0,Low Risk
34,108000,Rent,0.0,Home Improvement,D,12350,14.96,1,0.11,Y,7,0.98,High Risk
27,90000,Mortgage,8.0,Education,A,8000,7.66,0,0.09,N,5,0.0,Low Risk
31,90000,Mortgage,8.0,Home Improvement,B,18000,11.11,0,0.2,N,10,0.0,Low Risk
28,90000,Own,5.0,Home Improvement,D,20000,15.28,0,0.22,Y,6,0.04,Low Risk
30,90000,Mortgage,5.0,Personal,A,10000,5.79,0,0.11,N,7,0.0,Low Risk
32,65000,Rent,16.0,Debt Consolidation,C,12400,13.49,0,0.19,Y,6,0.03,Low Risk
31,90000,Mortgage,11.0,Education,A,12000,6.92,0,0.13,N,5,0.0,Low Risk
27,35000,Rent,11.0,Medical,D,12500,15.65,1,0.36,Y,8,0.96,High Risk
33,90000,Mortgage,4.0,Debt Consolidation,C,12000,12.98,0,0.13,N,6,0.01,Low Risk
33,90000,Mortgage,12.0,Personal,A,6000,5.42,0,0.07,N,7,0.0,Low Risk
27,36500,Rent,4.0,Education,B,12500,10.25,1,0.34,N,8,1.0,High Risk
35,90000,Mortgage,3.0,Medical,A,14500,6.54,0,0.16,N,10,0.01,Low Risk
32,90000,Mortgage,7.0,Medical,B,3000,9.25,0,0.03,N,9,0.04,Low Risk
31,90000,Mortgage,3.0,Venture,C,16500,12.61,0,0.18,N,6,0.0,Low Risk
30,90000,Mortgage,14.0,Venture,D,9000,15.58,0,0.1,Y,6,0.03,Low Risk
28,90000,Mortgage,12.0,Education,A,5325,7.88,0,0.06,N,10,0.03,Low Risk
31,90000,Mortgage,13.0,Home Improvement,B,12000,11.49,0,0.13,N,7,0.01,Low Risk
28,90000,Mortgage,0.0,Medical,A,15000,7.88,0,0.17,N,6,0.01,Low Risk
28,90000,Mortgage,5.0,Venture,B,25000,11.86,0,0.28,N,6,0.0,Low Risk
27,90000,Mortgage,0.0,Medical,A,10000,7.14,0,0.11,N,10,0.0,Low Risk
34,90000,Mortgage,19.0,Debt Consolidation,C,5000,13.61,0,0.06,N,7,0.04,Low Risk
